kota,jamCuaca,kodeCuaca,humidity,tempC,tempF,iqa,wind_dir_deg,wind_spd_km_h,pressure_mbar
Donggala,2023-11-27 18:00:00,1,90,25.0,77.0,21,283,3.9,1008
Dumai,2023-11-27 00:00:00,3,100,24.0,75.0,61,300,7.6,1011
Dumai,2023-11-27 06:00:00,60,60,29.0,84.0,58,300,4.5,1009
Dumai,2023-11-27 12:00:00,3,90,26.0,79.0,54,300,5.3,1009
Dumai,2023-11-27 18:00:00,60,95,25.0,77.0,54,300,5.0,1007
Enrekang,2023-11-27 00:00:00,3,85,25.0,77.0,38,200,3.6,1010
Enrekang,2023-11-27 06:00:00,60,75,30.0,86.0,41,200,4.6,1010
Enrekang,2023-11-27 12:00:00,3,85,26.0,79.0,41,214,4.0,1010
Enrekang,2023-11-27 18:00:00,3,95,22.0,72.0,41,214,5.0,1009
Garut,2023-11-27 00:00:00,3,90,20.0,68.0,73,146,2.6,1013
Garut,2023-11-27 06:00:00,3,65,32.0,90.0,66,146,3.7,1012
Garut,2023-11-27 12:00:00,3,85,20.0,68.0,64,87,4.7,1011
Garut,2023-11-27 18:00:00,3,95,19.0,66.0,64,87,4.7,1010
Gianyar,2023-11-27 00:00:00,1,80,27.0,81.0,53,197,4.3,1010
Gianyar,2023-11-27 06:00:00,3,65,33.0,91.0,51,197,4.2,1010
Gianyar,2023-11-27 12:00:00,1,80,28.0,82.0,48,195,2.4,1009
Gianyar,2023-11-27 18:00:00,3,90,26.0,79.0,48,195,2.2,1009
Gresik,2023-11-27 00:00:00,1,75,27.0,81.0,96,237,6.0,1009
Gresik,2023-11-27 06:00:00,1,60,35.0,95.0,91,237,5.3,1008
Gresik,2023-11-27 12:00:00,60,80,28.0,82.0,75,13,7.8,1008
Gresik,2023-11-27 18:00:00,60,85,26.0,79.0,75,13,12.0,1007
Indramayu,2023-11-27 00:00:00,3,85,25.0,77.0,79,343,7.2,1010
Indramayu,2023-11-27 06:00:00,60,65,34.0,93.0,71,343,7.5,1008
Indramayu,2023-11-27 12:00:00,60,85,26.0,79.0,68,21,13.1,1008
Indramayu,2023-11-27 18:00:00,61,95,25.0,77.0,68,21,16.5,1008
Jambi,2023-11-27 00:00:00,95,85,24.0,75.0,102,53,1.6,1010
Jambi,2023-11-27 06:00:00,3,65,32.0,90.0,53,53,4.5,1009
Jambi,2023-11-27 12:00:00,95,85,25.0,77.0,141,53,4.4,1008
Jambi,2023-11-27 18:00:00,45,95,24.0,75.0,75,53,3.6,1007
Jayapura,2023-11-27 00:00:00,1,70,27.0,81.0,65,74,2.7,1008
Jayapura,2023-11-27 06:00:00,1,70,31.0,88.0,56,74,7.8,1010
Jayapura,2023-11-27 12:00:00,60,85,26.0,79.0,55,74,3.9,1010
Jayapura,2023-11-27 18:00:00,3,95,23.0,73.0,54,74,5.4,1009
Jember,2023-11-27 00:00:00,3,85,24.0,75.0,63,209,0.5,1011
Jember,2023-11-27 06:00:00,60,65,33.0,91.0,59,209,1.3,1010
Jember,2023-11-27 12:00:00,3,85,26.0,79.0,56,215,4.1,1010
Jember,2023-11-27 18:00:00,3,85,22.0,72.0,56,215,5.7,1009
Jeneponto,2023-11-27 00:00:00,3,80,27.0,81.0,61,185,3.9,1009
Jeneponto,2023-11-27 06:00:00,60,70,32.0,90.0,59,185,2.2,1009
Jeneponto,2023-11-27 12:00:00,3,80,28.0,82.0,58,189,12.6,1009
Jeneponto,2023-11-27 18:00:00,3,90,24.0,75.0,58,189,7.7,1008
Jepara,2023-11-27 00:00:00,1,70,29.0,84.0,87,135,4.2,1010
Jepara,2023-11-27 06:00:00,1,50,35.0,95.0,81,135,10.8,1009
Jepara,2023-11-27 12:00:00,60,75,29.0,84.0,90,5,11.7,1009
Jepara,2023-11-27 18:00:00,3,80,27.0,81.0,90,5,12.7,1008
Jombang,2023-11-27 00:00:00,1,85,27.0,81.0,87,196,10.9,1010
Jombang,2023-11-27 06:00:00,61,65,32.0,90.0,85,196,10.9,1009
Jombang,2023-11-27 12:00:00,3,85,26.0,79.0,82,202,6.7,1008
Jombang,2023-11-27 18:00:00,60,85,24.0,75.0,82,202,8.5,1007
Kaimana,2023-11-27 00:00:00,3,80,28.0,82.0,41,198,1.5,1008
Kaimana,2023-11-27 06:00:00,3,65,32.0,90.0,44,198,12.1,1010
Kaimana,2023-11-27 12:00:00,3,90,25.0,77.0,48,352,3.0,1009
Kaimana,2023-11-27 18:00:00,3,95,24.0,75.0,48,352,5.2,1008
Karanganyar,2023-11-27 00:00:00,1,75,28.0,82.0,77,211,10.2,1011
Karanganyar,2023-11-27 06:00:00,1,60,33.0,91.0,74,211,8.4,1010
Karanganyar,2023-11-27 12:00:00,60,80,28.0,82.0,64,205,7.1,1009
Karanganyar,2023-11-27 18:00:00,3,85,26.0,79.0,64,205,6.2,1008
Karawang,2023-11-27 00:00:00,60,85,26.0,79.0,89,319,5.8,1010
Karawang,2023-11-27 06:00:00,60,65,32.0,90.0,89,319,5.8,1010
Karawang,2023-11-27 12:00:00,95,85,26.0,79.0,89,319,5.8,1010
Karawang,2023-11-27 18:00:00,3,95,24.0,75.0,89,319,5.8,1010
Kebumen,2023-11-27 00:00:00,1,75,28.0,82.0,81,182,2.4,1011
Kebumen,2023-11-27 06:00:00,1,60,33.0,91.0,73,182,4.8,1010
Kebumen,2023-11-27 12:00:00,3,80,28.0,82.0,62,179,6.8,1009
Kebumen,2023-11-27 18:00:00,3,85,26.0,79.0,62,179,9.2,1008
Kediri,2023-11-27 00:00:00,0,75,28.0,82.0,71,179,10.9,1010
Kediri,2023-11-27 06:00:00,0,60,34.0,93.0,69,179,12.0,1009
Kediri,2023-11-27 12:00:00,1,85,28.0,82.0,65,183,13.9,1009
Kediri,2023-11-27 18:00:00,1,90,24.0,75.0,65,183,13.8,1008
Kendal,2023-11-27 00:00:00,1,70,29.0,84.0,81,335,6.9,1010
Kendal,2023-11-27 06:00:00,60,50,35.0,95.0,72,335,6.7,1009
Kendal,2023-11-27 12:00:00,4,75,29.0,84.0,73,338,6.7,1009
Kendal,2023-11-27 18:00:00,3,80,27.0,81.0,73,338,8.1,1008
Kendari,2023-11-27 00:00:00,1,85,27.0,81.0,62,48,3.8,1008
Kendari,2023-11-27 06:00:00,60,65,32.0,90.0,62,48,2.7,1009
Kendari,2023-11-27 12:00:00,3,85,26.0,79.0,65,59,1.4,1009
Kendari,2023-11-27 18:00:00,3,95,24.0,75.0,65,59,1.6,1008
Kepahiang,2023-11-27 00:00:00,95,100,20.0,68.0,45,242,0.9,1013
Kepahiang,2023-11-27 06:00:00,95,85,30.0,86.0,35,242,1.3,1011
Kepahiang,2023-11-27 12:00:00,60,100,20.0,68.0,40,237,3.1,1010
Kepahiang,2023-11-27 18:00:00,60,100,19.0,66.0,40,237,4.0,1010
Ketapang,2023-11-27 00:00:00,3,95,24.0,75.0,30,304,9.5,1010
Ketapang,2023-11-27 06:00:00,60,60,32.0,90.0,28,304,10.9,1009
Ketapang,2023-11-27 12:00:00,60,90,25.0,77.0,38,311,13.7,1008
Ketapang,2023-11-27 18:00:00,3,90,24.0,75.0,38,311,13.0,1008
Klungkung,2023-11-27 00:00:00,1,80,27.0,81.0,53,195,5.3,1010
Klungkung,2023-11-27 06:00:00,1,65,32.0,90.0,50,195,5.0,1010
Klungkung,2023-11-27 12:00:00,1,80,28.0,82.0,48,191,3.0,1009
Klungkung,2023-11-27 18:00:00,3,90,26.0,79.0,48,191,2.3,1009
Kolaka,2023-11-27 00:00:00,3,85,27.0,81.0,46,231,6.4,1010
Kolaka,2023-11-27 06:00:00,60,65,32.0,90.0,40,231,2.2,1009
Kolaka,2023-11-27 12:00:00,3,85,26.0,79.0,54,232,2.4,1010
Kolaka,2023-11-27 18:00:00,3,95,24.0,75.0,54,232,1.9,1008
Kudus,2023-11-27 00:00:00,1,75,29.0,84.0,99,190,6.6,1010
Kudus,2023-11-27 06:00:00,1,50,35.0,95.0,90,190,4.9,1009
Kudus,2023-11-27 12:00:00,60,75,29.0,84.0,91,166,9.2,1009
Kudus,2023-11-27 18:00:00,3,80,27.0,81.0,91,166,11.1,1008
Kuningan,2023-11-27 00:00:00,3,90,23.0,73.0,80,187,6.3,1012
Kuningan,2023-11-27 06:00:00,3,75,32.0,90.0,68,187,8.2,1010
Kuningan,2023-11-27 12:00:00,60,85,23.0,73.0,69,57,4.1,1010
Kuningan,2023-11-27 18:00:00,3,95,22.0,72.0,69,57,6.1,1009
Lahat,2023-11-27 00:00:00,3,100,23.0,73.0,63,68,4.6,1011
Lahat,2023-11-27 06:00:00,4,65,31.0,88.0,59,68,2.0,1009
Lahat,2023-11-27 12:00:00,60,80,28.0,82.0,53,5,4.0,1010
Lahat,2023-11-27 18:00:00,4,100,24.0,75.0,53,5,1.1,1008
Lamongan,2023-11-27 00:00:00,1,75,28.0,82.0,96,236,8.7,1009
Lamongan,2023-11-27 06:00:00,60,60,34.0,93.0,90,236,8.4,1008
Lamongan,2023-11-27 12:00:00,1,80,27.0,81.0,76,5,6.3,1008
Lamongan,2023-11-27 18:00:00,60,85,25.0,77.0,76,5,11.2,1007
Langsa,2023-11-27 00:00:00,3,95,24.0,75.0,17,359,4.2,1011
Langsa,2023-11-27 06:00:00,1,65,31.0,88.0,21,359,9.4,1008
Langsa,2023-11-27 12:00:00,60,85,24.0,75.0,20,347,5.1,1008
Langsa,2023-11-27 18:00:00,4,95,23.0,73.0,20,347,6.4,1007
Lhokseumawe,2023-11-27 00:00:00,3,95,24.0,75.0,13,269,4.6,1012
Lhokseumawe,2023-11-27 06:00:00,60,65,31.0,88.0,17,269,10.5,1009
Lhokseumawe,2023-11-27 12:00:00,60,85,24.0,75.0,8,318,15.1,1008
Lhokseumawe,2023-11-27 18:00:00,3,95,23.0,73.0,8,318,15.4,1008
Madiun,2023-11-27 00:00:00,0,75,28.0,82.0,80,171,9.0,1010
Madiun,2023-11-27 06:00:00,0,55,35.0,95.0,76,171,8.7,1009
Madiun,2023-11-27 12:00:00,1,80,27.0,81.0,72,41,9.0,1008
Madiun,2023-11-27 18:00:00,60,85,24.0,75.0,72,41,9.4,1007
Magelang,2023-11-27 00:00:00,1,75,27.0,81.0,89,201,0.5,1012
Magelang,2023-11-27 06:00:00,60,65,32.0,90.0,75,201,0.6,1011
Magelang,2023-11-27 12:00:00,60,80,28.0,82.0,67,198,4.8,1011
Magelang,2023-11-27 18:00:00,3,85,26.0,79.0,67,198,4.3,1010
Magetan,2023-11-27 00:00:00,0,85,27.0,81.0,77,193,6.0,1011
Magetan,2023-11-27 06:00:00,0,70,32.0,90.0,74,193,6.7,1010
Magetan,2023-11-27 12:00:00,3,85,26.0,79.0,66,353,5.8,1009
Magetan,2023-11-27 18:00:00,1,90,22.0,72.0,66,353,6.7,1008
Majalengka,2023-11-27 00:00:00,3,85,24.0,75.0,86,183,3.8,1011
Majalengka,2023-11-27 06:00:00,60,65,32.0,90.0,73,183,6.6,1010
Majalengka,2023-11-27 12:00:00,60,85,24.0,75.0,71,59,5.4,1009
Majalengka,2023-11-27 18:00:00,3,95,22.0,72.0,71,59,6.8,1009
Majene,2023-11-27 00:00:00,3,75,27.0,81.0,37,218,7.8,1009
Majene,2023-11-27 06:00:00,61,70,32.0,90.0,44,218,4.4,1009
Majene,2023-11-27 12:00:00,60,85,26.0,79.0,42,235,4.8,1009
Majene,2023-11-27 18:00:00,1,95,25.0,77.0,42,235,8.8,1008
Malinau,2023-11-27 00:00:00,1,90,25.0,77.0,31,111,3.5,1010
Malinau,2023-11-27 06:00:00,60,65,31.0,88.0,34,111,1.8,1009
Malinau,2023-11-27 12:00:00,3,90,25.0,77.0,11,68,0.5,1008
Malinau,2023-11-27 18:00:00,45,95,23.0,73.0,11,68,2.7,1007
Mamasa,2023-11-27 00:00:00,3,80,22.0,72.0,29,351,2.3,1013
Mamasa,2023-11-27 06:00:00,63,70,29.0,84.0,36,351,2.3,1012
Mamasa,2023-11-27 12:00:00,60,85,21.0,70.0,31,226,1.9,1012
Mamasa,2023-11-27 18:00:00,1,95,17.0,63.0,31,226,1.3,1011
Mamuju,2023-11-27 00:00:00,3,75,27.0,81.0,11,251,3.3,1010
Mamuju,2023-11-27 06:00:00,61,70,32.0,90.0,11,251,4.8,1009
Mamuju,2023-11-27 12:00:00,60,85,26.0,79.0,11,251,5.1,1010
Mamuju,2023-11-27 18:00:00,1,95,25.0,77.0,11,251,5.4,1008
Manado,2023-11-27 00:00:00,1,60,27.0,81.0,8,79,5.5,1009
Manado,2023-11-27 06:00:00,61,60,33.0,91.0,9,79,3.7,1009
Manado,2023-11-27 12:00:00,3,95,26.0,79.0,7,14,3.7,1009
Manado,2023-11-27 18:00:00,3,95,23.0,73.0,7,14,3.7,1008
Manokwari,2023-11-27 00:00:00,3,80,28.0,82.0,57,126,6.3,1008
Manokwari,2023-11-27 06:00:00,3,65,32.0,90.0,57,126,8.6,1009
Manokwari,2023-11-27 12:00:00,60,90,25.0,77.0,57,126,5.1,1009
Manokwari,2023-11-27 18:00:00,3,95,24.0,75.0,57,126,4.1,1008
Maros,2023-11-27 00:00:00,3,80,27.0,81.0,77,142,3.7,1010
Maros,2023-11-27 06:00:00,95,70,32.0,90.0,69,142,3.7,1008
Maros,2023-11-27 12:00:00,60,80,28.0,82.0,65,163,9.3,1009
Maros,2023-11-27 18:00:00,60,90,24.0,75.0,62,163,3.7,1008
Mataram,2023-11-27 00:00:00,3,80,28.0,82.0,57,168,9.0,1010
Mataram,2023-11-27 06:00:00,60,55,34.0,93.0,56,168,9.1,1010
Mataram,2023-11-27 12:00:00,60,85,26.0,79.0,61,168,10.2,1010
Mataram,2023-11-27 18:00:00,3,95,25.0,77.0,60,168,12.0,1008
Medan,2023-11-27 00:00:00,1,90,23.0,73.0,81,323,13.0,1011
Medan,2023-11-27 06:00:00,60,75,32.0,90.0,56,323,3.7,1008
Medan,2023-11-27 12:00:00,63,85,25.0,77.0,57,12,14.8,1008
Medan,2023-11-27 18:00:00,3,95,24.0,75.0,37,12,25.9,1006
Metro,2023-11-27 00:00:00,3,95,25.0,77.0,74,186,8.1,1010
Metro,2023-11-27 06:00:00,60,85,27.0,81.0,72,186,7.5,1009
Metro,2023-11-27 12:00:00,60,90,25.0,77.0,61,216,3.0,1009
Metro,2023-11-27 18:00:00,60,100,24.0,75.0,61,216,5.2,1008
Mojokerto,2023-11-27 00:00:00,1,80,24.0,75.0,95,230,9.2,1010
Mojokerto,2023-11-27 06:00:00,95,60,33.0,91.0,91,230,5.5,1009
Mojokerto,2023-11-27 12:00:00,1,80,27.0,81.0,85,26,5.3,1009
Mojokerto,2023-11-27 18:00:00,60,85,25.0,77.0,85,26,4.5,1008
Nabire,2023-11-27 00:00:00,1,70,27.0,81.0,28,330,5.9,1008
Nabire,2023-11-27 06:00:00,3,70,31.0,88.0,33,330,8.1,1010
Nabire,2023-11-27 12:00:00,1,85,26.0,79.0,38,150,4.4,1009
Nabire,2023-11-27 18:00:00,60,95,23.0,73.0,38,150,4.2,1008
Ngabang,2023-11-27 00:00:00,3,95,24.0,75.0,36,287,2.4,1010
Ngabang,2023-11-27 06:00:00,60,65,31.0,88.0,27,287,0.5,1009
Ngabang,2023-11-27 12:00:00,3,100,24.0,75.0,33,267,4.5,1009
Ngabang,2023-11-27 18:00:00,3,100,23.0,73.0,33,267,4.5,1008
Nganjuk,2023-11-27 00:00:00,0,85,26.0,79.0,79,168,8.7,1010
Nganjuk,2023-11-27 06:00:00,0,65,32.0,90.0,76,168,9.3,1009
Nganjuk,2023-11-27 12:00:00,1,80,27.0,81.0,75,176,3.5,1009
Nganjuk,2023-11-27 18:00:00,1,85,24.0,75.0,75,176,4.1,1008
Pacitan,2023-11-27 00:00:00,3,85,26.0,79.0,63,182,3.0,1011
Pacitan,2023-11-27 06:00:00,1,65,31.0,88.0,66,182,3.2,1010
Pacitan,2023-11-27 12:00:00,1,85,27.0,81.0,56,156,8.6,1009
Pacitan,2023-11-27 18:00:00,3,85,24.0,75.0,56,156,10.4,1008
Padang,2023-11-27 00:00:00,4,90,24.0,75.0,62,273,4.3,1012
Padang,2023-11-27 06:00:00,3,90,25.0,77.0,58,273,5.4,1010
Padang,2023-11-27 12:00:00,3,95,25.0,77.0,40,273,3.5,1010
Padang,2023-11-27 18:00:00,3,90,24.0,75.0,42,273,5.8,1009
Pagar Alam,2023-11-27 00:00:00,3,100,22.0,72.0,43,217,3.7,1014
Pagar Alam,2023-11-27 06:00:00,95,65,31.0,88.0,39,217,5.2,1012
Pagar Alam,2023-11-27 12:00:00,60,80,26.0,79.0,39,216,2.4,1011
Pagar Alam,2023-11-27 18:00:00,4,100,23.0,73.0,39,216,2.1,1010
Palembang,2023-11-27 00:00:00,3,95,25.0,77.0,116,32,3.7,1010
Palembang,2023-11-27 06:00:00,4,60,32.0,90.0,84,32,3.7,1009
Palembang,2023-11-27 12:00:00,4,80,28.0,82.0,71,32,4.2,1009
Palembang,2023-11-27 18:00:00,61,100,24.0,75.0,65,32,0.0,1007
Palopo,2023-11-27 00:00:00,3,80,27.0,81.0,28,109,3.7,1010
Palopo,2023-11-27 06:00:00,60,70,32.0,90.0,32,109,3.5,1009
Palopo,2023-11-27 12:00:00,60,80,28.0,82.0,35,107,4.8,1009
Palopo,2023-11-27 18:00:00,3,90,24.0,75.0,35,107,1.5,1007
Pamekasan,2023-11-27 00:00:00,1,75,27.0,81.0,71,43,0.9,1009
Pamekasan,2023-11-27 06:00:00,60,65,34.0,93.0,73,43,7.9,1008
Pamekasan,2023-11-27 12:00:00,1,80,27.0,81.0,55,8,12.6,1008
Pamekasan,2023-11-27 18:00:00,3,90,25.0,77.0,55,8,15.7,1007
Pandeglang,2023-11-27 00:00:00,3,75,26.0,79.0,85,159,3.6,1011
Pandeglang,2023-11-27 06:00:00,61,65,32.0,90.0,95,159,4.9,1009
Pandeglang,2023-11-27 12:00:00,3,90,27.0,81.0,80,41,2.2,1009
Pandeglang,2023-11-27 18:00:00,3,95,23.0,73.0,80,41,2.2,1008
Pariaman,2023-11-27 00:00:00,4,95,24.0,75.0,39,245,4.7,1012
Pariaman,2023-11-27 06:00:00,1,85,27.0,81.0,27,245,5.4,1010
Pariaman,2023-11-27 12:00:00,3,85,26.0,79.0,29,263,5.4,1010
Pariaman,2023-11-27 18:00:00,3,90,24.0,75.0,29,263,7.3,1009
Pasuruan,2023-11-27 00:00:00,0,80,27.0,81.0,66,159,6.5,1010
Pasuruan,2023-11-27 06:00:00,61,70,31.0,88.0,74,159,5.8,1009
Pasuruan,2023-11-27 12:00:00,60,85,27.0,81.0,82,20,6.7,1009
Pasuruan,2023-11-27 18:00:00,0,85,24.0,75.0,82,20,6.6,1008
Pati,2023-11-27 00:00:00,1,75,29.0,84.0,95,201,9.1,1010
Pati,2023-11-27 06:00:00,1,50,35.0,95.0,91,201,5.9,1009
Pati,2023-11-27 12:00:00,60,75,29.0,84.0,90,22,5.5,1008
Pati,2023-11-27 18:00:00,3,90,27.0,81.0,90,22,7.7,1007
Payakumbuh,2023-11-27 00:00:00,3,95,21.0,70.0,41,257,4.7,1013
Payakumbuh,2023-11-27 06:00:00,3,80,25.0,77.0,33,257,4.2,1011
Payakumbuh,2023-11-27 12:00:00,1,85,22.0,72.0,29,259,4.3,1011
Payakumbuh,2023-11-27 18:00:00,3,95,21.0,70.0,29,259,3.0,1010
Pekalongan,2023-11-27 00:00:00,1,75,28.0,82.0,70,209,6.9,1010
Pekalongan,2023-11-27 06:00:00,60,60,33.0,91.0,66,209,7.5,1009
Pekalongan,2023-11-27 12:00:00,3,75,29.0,84.0,65,25,4.2,1009
Pekalongan,2023-11-27 18:00:00,3,80,27.0,81.0,65,25,7.2,1008
Pekanbaru,2023-11-27 00:00:00,60,100,24.0,75.0,14,348,11.1,1011
Pekanbaru,2023-11-27 06:00:00,3,65,31.0,88.0,20,348,1.8,1008
Pekanbaru,2023-11-27 12:00:00,60,75,26.0,79.0,58,348,0.0,1006
Pekanbaru,2023-11-27 18:00:00,3,100,23.0,73.0,42,348,0.0,1005
Pemalang,2023-11-27 00:00:00,1,70,29.0,84.0,70,206,12.7,1010
Pemalang,2023-11-27 06:00:00,4,55,33.0,91.0,67,206,9.7,1009
Pemalang,2023-11-27 12:00:00,3,75,28.0,82.0,67,193,5.7,1009
Pemalang,2023-11-27 18:00:00,3,85,27.0,81.0,67,193,8.0,1008
Pinrang,2023-11-27 00:00:00,3,80,27.0,81.0,39,250,5.0,1009
Pinrang,2023-11-27 06:00:00,60,70,32.0,90.0,43,250,4.4,1009
Pinrang,2023-11-27 12:00:00,60,80,28.0,82.0,42,274,3.3,1009
Pinrang,2023-11-27 18:00:00,3,90,24.0,75.0,42,274,6.0,1007
Ponorogo,2023-11-27 00:00:00,0,75,28.0,82.0,69,196,7.3,1011
Ponorogo,2023-11-27 06:00:00,0,60,34.0,93.0,70,196,7.6,1010
Ponorogo,2023-11-27 12:00:00,3,80,29.0,84.0,61,92,1.8,1009
Ponorogo,2023-11-27 18:00:00,1,85,25.0,77.0,61,92,2.2,1008
Pontianak,2023-11-27 00:00:00,95,95,24.0,75.0,8,288,9.3,1011
Pontianak,2023-11-27 06:00:00,60,65,31.0,88.0,16,288,3.7,1008
Pontianak,2023-11-27 12:00:00,3,90,25.0,77.0,55,288,5.5,1008
Pontianak,2023-11-27 18:00:00,3,95,24.0,75.0,65,288,7.4,1007
Prabumulih,2023-11-27 00:00:00,4,100,24.0,75.0,71,118,2.1,1011
Prabumulih,2023-11-27 06:00:00,4,65,32.0,90.0,62,118,2.3,1009
Prabumulih,2023-11-27 12:00:00,60,80,27.0,81.0,52,20,3.5,1008
Prabumulih,2023-11-27 18:00:00,60,100,24.0,75.0,52,20,4.1,1008
Pringsewu,2023-11-27 00:00:00,3,95,24.0,75.0,69,207,5.8,1011
Pringsewu,2023-11-27 06:00:00,60,90,25.0,77.0,67,207,7.3,1009
Pringsewu,2023-11-27 12:00:00,63,100,23.0,73.0,59,196,5.8,1009
Pringsewu,2023-11-27 18:00:00,60,100,21.0,70.0,59,196,5.5,1008
Probolinggo,2023-11-27 00:00:00,0,85,26.0,79.0,60,166,11.2,1010
Probolinggo,2023-11-27 06:00:00,95,65,32.0,90.0,63,166,13.0,1009
Probolinggo,2023-11-27 12:00:00,60,85,27.0,81.0,75,14,3.4,1008
Probolinggo,2023-11-27 18:00:00,0,85,23.0,73.0,75,14,3.9,1007
Pulang Pisau,2023-11-27 00:00:00,3,90,24.0,75.0,0,224,4.5,1010
Pulang Pisau,2023-11-27 06:00:00,3,60,33.0,91.0,0,224,4.5,1010
Pulang Pisau,2023-11-27 12:00:00,60,90,24.0,75.0,0,224,4.5,1010
Pulang Pisau,2023-11-27 18:00:00,3,95,23.0,73.0,0,224,4.5,1010
Purbalingga,2023-11-27 00:00:00,1,75,26.0,79.0,78,185,0.4,1012
Purbalingga,2023-11-27 06:00:00,60,65,31.0,88.0,69,185,1.0,1010
Purbalingga,2023-11-27 12:00:00,60,85,27.0,81.0,64,185,4.7,1010
Purbalingga,2023-11-27 18:00:00,3,90,25.0,77.0,64,185,5.2,1009
Purwakarta,2023-11-27 00:00:00,60,85,24.0,75.0,74,354,4.2,1011
Purwakarta,2023-11-27 06:00:00,60,65,32.0,90.0,97,354,3.4,1009
Purwakarta,2023-11-27 12:00:00,61,85,24.0,75.0,154,354,4.4,1009
Purwakarta,2023-11-27 18:00:00,3,95,22.0,72.0,141,354,6.3,1008
Purworejo,2023-11-27 00:00:00,1,75,28.0,82.0,82,192,4.7,1011
Purworejo,2023-11-27 06:00:00,1,60,33.0,91.0,74,192,5.6,1010
Purworejo,2023-11-27 12:00:00,4,80,28.0,82.0,63,193,6.3,1009
Purworejo,2023-11-27 18:00:00,3,85,26.0,79.0,63,193,8.7,1008
Rembang,2023-11-27 00:00:00,1,70,29.0,84.0,74,197,10.3,1010
Rembang,2023-11-27 06:00:00,1,50,35.0,95.0,83,197,10.2,1009
Rembang,2023-11-27 12:00:00,60,75,29.0,84.0,84,337,12.9,1008
Rembang,2023-11-27 18:00:00,3,80,27.0,81.0,84,337,15.0,1007
Sabang,2023-11-27 00:00:00,3,95,24.0,75.0,12,86,18.1,1012
Sabang,2023-11-27 06:00:00,95,65,30.0,86.0,9,86,11.1,1009
Sabang,2023-11-27 12:00:00,63,85,24.0,75.0,6,54,12.9,1009
Sabang,2023-11-27 18:00:00,60,95,23.0,73.0,6,54,15.2,1008
Salatiga,2023-11-27 00:00:00,1,75,27.0,81.0,91,234,7.1,1012
Salatiga,2023-11-27 06:00:00,1,65,32.0,90.0,77,234,7.5,1011
Salatiga,2023-11-27 12:00:00,60,85,27.0,81.0,74,235,3.1,1010
Salatiga,2023-11-27 18:00:00,3,85,25.0,77.0,74,235,3.2,1009
Samarinda,2023-11-27 00:00:00,60,100,24.0,75.0,31,16,0.3,1009
Samarinda,2023-11-27 06:00:00,61,75,29.0,84.0,40,16,3.8,1009
Samarinda,2023-11-27 12:00:00,3,100,24.0,75.0,29,16,1.4,1009
Samarinda,2023-11-27 18:00:00,45,100,24.0,75.0,40,16,3.1,1007
Sambas,2023-11-27 00:00:00,3,95,25.0,77.0,31,306,1.6,1010
Sambas,2023-11-27 06:00:00,60,65,30.0,86.0,21,306,0.2,1009
Sambas,2023-11-27 12:00:00,3,95,24.0,75.0,18,233,5.9,1008
Sambas,2023-11-27 18:00:00,3,100,23.0,73.0,18,233,6.0,1008
Sampang,2023-11-27 00:00:00,3,75,27.0,81.0,71,172,7.3,1009
Sampang,2023-11-27 06:00:00,60,65,34.0,93.0,74,172,12.0,1008
Sampang,2023-11-27 12:00:00,1,80,28.0,82.0,57,18,13.3,1008
Sampang,2023-11-27 18:00:00,3,90,24.0,75.0,57,18,18.2,1007
Sanggau,2023-11-27 00:00:00,3,95,25.0,77.0,36,278,3.1,1010
Sanggau,2023-11-27 06:00:00,63,65,31.0,88.0,28,278,1.9,1009
Sanggau,2023-11-27 12:00:00,3,100,24.0,75.0,34,76,0.8,1009
Sanggau,2023-11-27 18:00:00,3,100,23.0,73.0,34,76,1.2,1008
Sarmi,2023-11-27 00:00:00,1,70,27.0,81.0,35,21,7.0,1007
Sarmi,2023-11-27 06:00:00,1,70,31.0,88.0,39,21,6.4,1010
Sarmi,2023-11-27 12:00:00,60,85,26.0,79.0,54,2,1.9,1009
Sarmi,2023-11-27 18:00:00,3,95,23.0,73.0,54,2,2.7,1008
Sarolangun,2023-11-27 00:00:00,1,85,24.0,75.0,54,33,1.2,1011
Sarolangun,2023-11-27 06:00:00,3,65,30.0,86.0,54,33,2.8,1009
Sarolangun,2023-11-27 12:00:00,95,85,25.0,77.0,42,95,4.5,1008
Sarolangun,2023-11-27 18:00:00,45,95,23.0,73.0,42,95,4.7,1007
Sekadau,2023-11-27 00:00:00,3,95,25.0,77.0,34,291,3.6,1010
Sekadau,2023-11-27 06:00:00,3,60,33.0,91.0,25,291,1.5,1009
Sekadau,2023-11-27 12:00:00,60,100,24.0,75.0,36,74,2.4,1009
Sekadau,2023-11-27 18:00:00,60,100,23.0,73.0,36,74,2.3,1008
Semarang,2023-11-27 00:00:00,1,70,29.0,84.0,119,321,7.4,1010
Semarang,2023-11-27 06:00:00,1,50,35.0,95.0,74,321,0.0,1008
Semarang,2023-11-27 12:00:00,60,75,29.0,84.0,44,337,8.0,1009
Semarang,2023-11-27 18:00:00,3,80,27.0,81.0,63,337,18.5,1006
Sibolga,2023-11-27 00:00:00,1,90,24.0,75.0,30,243,2.3,1012
Sibolga,2023-11-27 06:00:00,60,75,30.0,86.0,24,243,3.6,1010
Sibolga,2023-11-27 12:00:00,3,85,26.0,79.0,23,246,1.1,1010
Sibolga,2023-11-27 18:00:00,3,95,25.0,77.0,23,246,5.4,1008
