kota,jamCuaca,kodeCuaca,humidity,tempC,tempF,iqa,wind_dir_deg,wind_spd_km_h,pressure_mbar
Pekalongan,2023-11-23 18:00:00,3,80,27.0,81.0,76,360,5.9,1006
Pekanbaru,2023-11-23 00:00:00,3,100,22.0,72.0,29,357,11.1,1010
Pekanbaru,2023-11-23 06:00:00,3,70,30.0,86.0,28,357,7.4,1007
Pekanbaru,2023-11-23 12:00:00,61,95,25.0,77.0,53,357,11.1,1008
Pekanbaru,2023-11-23 18:00:00,3,100,24.0,75.0,51,357,11.1,1004
Pemalang,2023-11-23 00:00:00,3,75,28.0,82.0,73,15,7.0,1009
Pemalang,2023-11-23 06:00:00,3,55,33.0,91.0,71,15,8.7,1008
Pemalang,2023-11-23 12:00:00,3,75,29.0,84.0,66,15,8.3,1008
Pemalang,2023-11-23 18:00:00,3,85,27.0,81.0,71,197,5.6,1006
Pinrang,2023-11-23 00:00:00,1,80,27.0,81.0,52,105,8.9,1007
Pinrang,2023-11-23 06:00:00,60,70,32.0,90.0,42,105,7.7,1008
Pinrang,2023-11-23 12:00:00,3,80,27.0,81.0,39,245,5.7,1006
Pinrang,2023-11-23 18:00:00,3,95,24.0,75.0,39,245,6.7,1006
Ponorogo,2023-11-23 00:00:00,1,75,28.0,82.0,53,146,8.9,1010
Ponorogo,2023-11-23 06:00:00,60,50,35.0,95.0,51,146,7.0,1009
Ponorogo,2023-11-23 12:00:00,1,75,29.0,84.0,44,144,9.7,1008
Ponorogo,2023-11-23 18:00:00,1,85,26.0,79.0,57,121,10.0,1006
Pontianak,2023-11-23 00:00:00,1,95,26.0,79.0,77,241,0.0,1009
Pontianak,2023-11-23 06:00:00,61,65,32.0,90.0,37,241,5.5,1007
Pontianak,2023-11-23 12:00:00,3,90,25.0,77.0,37,241,5.5,1008
Pontianak,2023-11-23 18:00:00,60,100,23.0,73.0,12,241,9.3,1007
Prabumulih,2023-11-23 00:00:00,1,100,25.0,77.0,83,94,3.3,1010
Prabumulih,2023-11-23 06:00:00,60,75,32.0,90.0,86,94,1.4,1008
Prabumulih,2023-11-23 12:00:00,3,95,24.0,75.0,86,66,2.6,1010
Prabumulih,2023-11-23 18:00:00,3,100,24.0,75.0,81,83,4.8,1005
Pringsewu,2023-11-23 00:00:00,3,90,24.0,75.0,73,202,5.1,1010
Pringsewu,2023-11-23 06:00:00,1,60,30.0,86.0,69,202,5.8,1009
Pringsewu,2023-11-23 12:00:00,63,90,24.0,75.0,76,209,10.7,1009
Pringsewu,2023-11-23 18:00:00,60,95,23.0,73.0,74,180,6.4,1007
Probolinggo,2023-11-23 00:00:00,0,80,29.0,84.0,47,165,13.1,1008
Probolinggo,2023-11-23 06:00:00,1,55,35.0,95.0,46,165,10.8,1008
Probolinggo,2023-11-23 12:00:00,3,85,27.0,81.0,52,19,13.5,1007
Probolinggo,2023-11-23 18:00:00,1,90,25.0,77.0,51,25,9.8,1006
Pulang Pisau,2023-11-23 00:00:00,3,90,25.0,77.0,0,224,4.5,1010
Pulang Pisau,2023-11-23 06:00:00,3,55,32.0,90.0,0,224,4.5,1010
Pulang Pisau,2023-11-23 12:00:00,60,90,26.0,79.0,0,224,4.5,1010
Pulang Pisau,2023-11-23 18:00:00,60,100,23.0,73.0,0,224,4.5,1010
Purbalingga,2023-11-23 00:00:00,4,85,26.0,79.0,74,162,1.7,1011
Purbalingga,2023-11-23 06:00:00,61,60,31.0,88.0,67,162,2.1,1010
Purbalingga,2023-11-23 12:00:00,4,80,27.0,81.0,49,157,7.4,1010
Purbalingga,2023-11-23 18:00:00,3,90,25.0,77.0,58,157,7.9,1007
Purwakarta,2023-11-23 00:00:00,1,85,26.0,79.0,174,12,4.4,1010
Purwakarta,2023-11-23 06:00:00,60,60,34.0,93.0,161,12,4.2,1008
Purwakarta,2023-11-23 12:00:00,60,90,24.0,75.0,162,12,4.7,1009
Purwakarta,2023-11-23 18:00:00,3,90,24.0,75.0,164,12,8.6,1007
Purworejo,2023-11-23 00:00:00,3,80,27.0,81.0,64,163,2.2,1010
Purworejo,2023-11-23 06:00:00,61,60,33.0,91.0,60,163,1.0,1009
Purworejo,2023-11-23 12:00:00,3,80,28.0,82.0,52,167,13.5,1009
Purworejo,2023-11-23 18:00:00,3,85,26.0,79.0,56,161,10.7,1007
Rembang,2023-11-23 00:00:00,3,75,28.0,82.0,79,25,8.1,1009
Rembang,2023-11-23 06:00:00,60,50,34.0,93.0,73,25,9.1,1008
Rembang,2023-11-23 12:00:00,3,75,29.0,84.0,80,10,7.1,1008
Rembang,2023-11-23 18:00:00,3,80,27.0,81.0,77,14,14.7,1006
Sabang,2023-11-23 00:00:00,60,95,24.0,75.0,37,218,3.6,1011
Sabang,2023-11-23 06:00:00,60,65,29.0,84.0,37,218,5.5,1008
Sabang,2023-11-23 12:00:00,3,90,25.0,77.0,36,63,12.4,1011
Sabang,2023-11-23 18:00:00,4,95,24.0,75.0,38,71,14.4,1007
Salatiga,2023-11-23 00:00:00,3,80,25.0,77.0,74,236,6.4,1011
Salatiga,2023-11-23 06:00:00,3,60,32.0,90.0,67,236,6.2,1010
Salatiga,2023-11-23 12:00:00,60,80,27.0,81.0,57,230,3.8,1009
Salatiga,2023-11-23 18:00:00,3,90,25.0,77.0,72,230,1.4,1008
Samarinda,2023-11-23 00:00:00,3,95,26.0,79.0,78,192,1.8,1008
Samarinda,2023-11-23 06:00:00,60,65,32.0,90.0,55,192,1.4,1008
Samarinda,2023-11-23 12:00:00,1,95,26.0,79.0,36,192,5.4,1007
Samarinda,2023-11-23 18:00:00,61,100,23.0,73.0,48,192,2.1,1006
Sambas,2023-11-23 00:00:00,1,100,24.0,75.0,27,257,4.1,1009
Sambas,2023-11-23 06:00:00,60,65,32.0,90.0,25,257,1.0,1008
Sambas,2023-11-23 12:00:00,3,95,24.0,75.0,24,258,4.0,1010
Sambas,2023-11-23 18:00:00,60,100,23.0,73.0,24,268,2.9,1008
Sampang,2023-11-23 00:00:00,1,75,30.0,86.0,63,110,12.5,1008
Sampang,2023-11-23 06:00:00,3,50,35.0,95.0,49,110,12.6,1008
Sampang,2023-11-23 12:00:00,0,75,29.0,84.0,54,93,8.7,1008
Sampang,2023-11-23 18:00:00,1,90,26.0,79.0,52,96,22.0,1006
Sanggau,2023-11-23 00:00:00,1,100,25.0,77.0,30,266,3.2,1009
Sanggau,2023-11-23 06:00:00,60,65,32.0,90.0,27,266,2.1,1008
Sanggau,2023-11-23 12:00:00,1,100,24.0,75.0,26,255,4.1,1009
Sanggau,2023-11-23 18:00:00,1,100,23.0,73.0,27,286,2.8,1007
Sarmi,2023-11-23 00:00:00,1,70,27.0,81.0,30,78,9.3,1008
Sarmi,2023-11-23 06:00:00,60,70,31.0,88.0,33,78,5.6,1010
Sarmi,2023-11-23 12:00:00,3,85,26.0,79.0,48,74,14.1,1007
Sarmi,2023-11-23 18:00:00,3,95,23.0,73.0,48,73,11.3,1008
Sarolangun,2023-11-23 00:00:00,60,100,25.0,77.0,75,81,3.2,1011
Sarolangun,2023-11-23 06:00:00,95,65,31.0,88.0,75,81,3.4,1008
Sarolangun,2023-11-23 12:00:00,3,90,25.0,77.0,72,354,3.7,1010
Sarolangun,2023-11-23 18:00:00,61,100,24.0,75.0,68,48,3.2,1006
Sekadau,2023-11-23 00:00:00,1,100,25.0,77.0,30,298,2.7,1009
Sekadau,2023-11-23 06:00:00,60,65,32.0,90.0,27,298,1.8,1008
Sekadau,2023-11-23 12:00:00,60,100,25.0,77.0,26,59,3.5,1009
Sekadau,2023-11-23 18:00:00,1,100,24.0,75.0,27,288,4.1,1007
Semarang,2023-11-23 00:00:00,3,75,28.0,82.0,80,327,1.8,1008
Semarang,2023-11-23 06:00:00,3,55,34.0,93.0,105,327,1.8,1007
Semarang,2023-11-23 12:00:00,60,75,29.0,84.0,117,327,13.0,1009
Semarang,2023-11-23 18:00:00,3,80,27.0,81.0,74,336,13.0,1006
Sibolga,2023-11-23 00:00:00,1,85,25.0,77.0,30,320,2.6,1011
Sibolga,2023-11-23 06:00:00,61,80,29.0,84.0,29,320,2.8,1010
Sibolga,2023-11-23 12:00:00,63,85,24.0,75.0,32,211,5.2,1011
Sibolga,2023-11-23 18:00:00,61,90,24.0,75.0,35,290,2.5,1008
Sidoarjo,2023-11-23 00:00:00,0,80,29.0,84.0,70,101,13.0,1008
Sidoarjo,2023-11-23 06:00:00,1,50,36.0,97.0,64,101,5.5,1007
Sidoarjo,2023-11-23 12:00:00,1,75,30.0,86.0,66,81,14.8,1008
Sidoarjo,2023-11-23 18:00:00,1,85,25.0,77.0,70,83,14.8,1005
Sigi Biromaru,2023-11-23 00:00:00,1,85,25.0,77.0,33,33,4.7,1010
Sigi Biromaru,2023-11-23 06:00:00,1,75,34.0,93.0,35,33,4.8,1010
Sigi Biromaru,2023-11-23 12:00:00,3,95,23.0,73.0,36,10,5.9,1008
Sigi Biromaru,2023-11-23 18:00:00,1,95,22.0,72.0,27,11,2.6,1008
Sijunjung,2023-11-23 00:00:00,45,100,23.0,73.0,61,138,1.2,1012
Sijunjung,2023-11-23 06:00:00,3,60,30.0,86.0,61,138,1.0,1009
Sijunjung,2023-11-23 12:00:00,61,95,23.0,73.0,62,3,2.1,1011
Sijunjung,2023-11-23 18:00:00,3,100,22.0,72.0,58,8,0.9,1007
Singkawang,2023-11-23 00:00:00,1,100,24.0,75.0,27,249,7.9,1009
Singkawang,2023-11-23 06:00:00,60,65,32.0,90.0,27,249,3.7,1007
Singkawang,2023-11-23 12:00:00,3,95,24.0,75.0,25,275,11.8,1010
Singkawang,2023-11-23 18:00:00,60,100,24.0,75.0,23,295,7.2,1008
Sinjai,2023-11-23 00:00:00,1,75,28.0,82.0,48,79,3.6,1008
Sinjai,2023-11-23 06:00:00,1,65,34.0,93.0,41,79,5.4,1009
Sinjai,2023-11-23 12:00:00,60,75,28.0,82.0,38,84,14.4,1007
Sinjai,2023-11-23 18:00:00,3,90,25.0,77.0,39,86,8.1,1006
Sintang,2023-11-23 00:00:00,1,100,24.0,75.0,32,315,1.0,1008
Sintang,2023-11-23 06:00:00,60,65,32.0,90.0,28,315,2.4,1008
Sintang,2023-11-23 12:00:00,95,100,24.0,75.0,33,80,1.4,1009
Sintang,2023-11-23 18:00:00,1,100,24.0,75.0,24,304,4.1,1007
Situbondo,2023-11-23 00:00:00,0,75,29.0,84.0,43,33,12.2,1008
Situbondo,2023-11-23 06:00:00,1,55,33.0,91.0,40,33,8.8,1009
Situbondo,2023-11-23 12:00:00,1,80,28.0,82.0,42,26,13.8,1007
Situbondo,2023-11-23 18:00:00,1,85,25.0,77.0,56,32,11.4,1006
Sleman,2023-11-23 00:00:00,3,85,26.0,79.0,69,179,5.3,1010
Sleman,2023-11-23 06:00:00,60,65,31.0,88.0,57,179,5.8,1010
Sleman,2023-11-23 12:00:00,60,85,27.0,81.0,89,187,11.5,1009
Sleman,2023-11-23 18:00:00,3,95,25.0,77.0,76,178,10.9,1007
Solok,2023-11-23 00:00:00,4,95,21.0,70.0,62,269,1.2,1012
Solok,2023-11-23 06:00:00,3,70,27.0,81.0,61,269,1.1,1010
Solok,2023-11-23 12:00:00,61,100,22.0,72.0,61,261,1.1,1011
Solok,2023-11-23 18:00:00,3,95,21.0,70.0,57,260,5.1,1008
Sorong,2023-11-23 00:00:00,3,80,28.0,82.0,30,284,5.3,1008
Sorong,2023-11-23 06:00:00,60,70,32.0,90.0,30,284,7.2,1009
Sorong,2023-11-23 12:00:00,3,95,24.0,75.0,21,41,12.7,1007
Sorong,2023-11-23 18:00:00,3,95,25.0,77.0,19,43,16.3,1007
Sragen,2023-11-23 00:00:00,3,75,27.0,81.0,66,215,10.8,1009
Sragen,2023-11-23 06:00:00,3,55,34.0,93.0,67,215,9.8,1009
Sragen,2023-11-23 12:00:00,60,80,28.0,82.0,54,206,3.3,1008
Sragen,2023-11-23 18:00:00,3,85,26.0,79.0,67,205,6.8,1006
Subang,2023-11-23 00:00:00,1,90,26.0,79.0,62,155,6.8,1011
Subang,2023-11-23 06:00:00,3,70,33.0,91.0,61,155,5.6,1010
Subang,2023-11-23 12:00:00,1,90,25.0,77.0,54,165,8.9,1009
Subang,2023-11-23 18:00:00,3,90,24.0,75.0,59,162,5.9,1007
Sukoharjo,2023-11-23 00:00:00,3,75,27.0,81.0,61,199,8.2,1009
Sukoharjo,2023-11-23 06:00:00,3,55,34.0,93.0,57,199,8.0,1009
Sukoharjo,2023-11-23 12:00:00,60,75,28.0,82.0,47,181,6.6,1008
Sukoharjo,2023-11-23 18:00:00,3,85,26.0,79.0,58,182,7.4,1006
Sumedang,2023-11-23 00:00:00,1,95,22.0,72.0,95,53,5.2,1011
Sumedang,2023-11-23 06:00:00,61,70,34.0,93.0,73,53,5.7,1010
Sumedang,2023-11-23 12:00:00,1,90,22.0,72.0,61,183,5.5,1009
Sumedang,2023-11-23 18:00:00,3,90,20.0,68.0,67,183,0.5,1008
Sumenep,2023-11-23 00:00:00,0,75,28.0,82.0,56,101,19.4,1008
Sumenep,2023-11-23 06:00:00,1,50,35.0,95.0,43,101,15.7,1008
Sumenep,2023-11-23 12:00:00,0,80,28.0,82.0,48,111,19.2,1008
Sumenep,2023-11-23 18:00:00,3,90,26.0,79.0,65,91,18.0,1006
Sungai Penuh,2023-11-23 00:00:00,3,95,18.0,64.0,57,224,3.2,1013
Sungai Penuh,2023-11-23 06:00:00,3,65,30.0,86.0,55,224,1.8,1011
Sungai Penuh,2023-11-23 12:00:00,3,90,19.0,66.0,57,218,2.8,1012
Sungai Penuh,2023-11-23 18:00:00,3,95,17.0,63.0,57,223,4.0,1010
Surabaya,2023-11-23 00:00:00,0,75,30.0,86.0,67,112,13.0,1008
Surabaya,2023-11-23 06:00:00,1,50,37.0,99.0,81,112,5.5,1007
Surabaya,2023-11-23 12:00:00,1,75,30.0,86.0,76,112,14.8,1008
Surabaya,2023-11-23 18:00:00,1,85,27.0,81.0,68,112,14.8,1005
Surakarta,2023-11-23 00:00:00,3,75,27.0,81.0,59,202,12.2,1009
Surakarta,2023-11-23 06:00:00,3,55,34.0,93.0,59,202,10.8,1009
Surakarta,2023-11-23 12:00:00,60,80,28.0,82.0,60,202,6.1,1008
Surakarta,2023-11-23 18:00:00,3,85,26.0,79.0,61,202,7.7,1006
Tabanan,2023-11-23 00:00:00,1,75,27.0,81.0,42,158,8.1,1010
Tabanan,2023-11-23 06:00:00,3,65,32.0,90.0,35,158,6.4,1010
Tabanan,2023-11-23 12:00:00,1,80,28.0,82.0,42,156,15.7,1008
Tabanan,2023-11-23 18:00:00,1,90,26.0,79.0,40,158,10.1,1008
Takalar,2023-11-23 00:00:00,1,75,28.0,82.0,64,144,9.0,1007
Takalar,2023-11-23 06:00:00,60,70,33.0,91.0,60,144,2.7,1008
Takalar,2023-11-23 12:00:00,60,80,28.0,82.0,56,146,13.2,1006
Takalar,2023-11-23 18:00:00,3,90,25.0,77.0,54,134,16.4,1005
Tangerang,2023-11-23 00:00:00,60,90,27.0,81.0,157,355,9.3,1009
Tangerang,2023-11-23 06:00:00,60,55,32.0,90.0,172,355,11.1,1007
Tangerang,2023-11-23 12:00:00,3,90,27.0,81.0,162,355,9.3,1009
Tangerang,2023-11-23 18:00:00,60,95,24.0,75.0,138,355,13.0,1006
Tarakan,2023-11-23 00:00:00,60,85,26.0,79.0,27,92,6.4,1008
Tarakan,2023-11-23 06:00:00,3,80,31.0,88.0,26,92,9.4,1008
Tarakan,2023-11-23 12:00:00,60,75,28.0,82.0,25,65,9.3,1009
Tarakan,2023-11-23 18:00:00,60,90,24.0,75.0,37,71,11.7,1007
Tasikmalaya,2023-11-23 00:00:00,1,90,24.0,75.0,59,139,1.2,1012
Tasikmalaya,2023-11-23 06:00:00,60,75,33.0,91.0,58,139,0.9,1010
Tasikmalaya,2023-11-23 12:00:00,1,90,25.0,77.0,53,120,8.0,1010
Tasikmalaya,2023-11-23 18:00:00,3,90,23.0,73.0,56,136,6.3,1008
Tegal,2023-11-23 00:00:00,3,75,27.0,81.0,67,207,8.1,1009
Tegal,2023-11-23 06:00:00,3,55,32.0,90.0,67,207,10.5,1008
Tegal,2023-11-23 12:00:00,3,80,28.0,82.0,64,196,8.4,1008
Tegal,2023-11-23 18:00:00,3,85,26.0,79.0,69,196,3.2,1006
Temanggung,2023-11-23 00:00:00,3,85,25.0,77.0,85,186,5.7,1011
Temanggung,2023-11-23 06:00:00,60,60,31.0,88.0,69,186,5.5,1010
Temanggung,2023-11-23 12:00:00,60,85,26.0,79.0,57,176,7.0,1010
Temanggung,2023-11-23 18:00:00,3,90,24.0,75.0,73,176,4.2,1008
Ternate,2023-11-23 00:00:00,1,80,28.0,82.0,37,60,8.1,1008
Ternate,2023-11-23 06:00:00,60,75,29.0,84.0,38,60,8.5,1008
Ternate,2023-11-23 12:00:00,4,85,28.0,82.0,37,253,7.2,1007
Ternate,2023-11-23 18:00:00,3,100,25.0,77.0,39,261,8.7,1007
Tomohon,2023-11-23 00:00:00,3,65,28.0,82.0,36,143,6.3,1009
Tomohon,2023-11-23 06:00:00,60,65,29.0,84.0,35,143,4.3,1010
Tomohon,2023-11-23 12:00:00,3,95,26.0,79.0,37,131,2.2,1008
Tomohon,2023-11-23 18:00:00,3,95,19.0,66.0,39,131,4.7,1008
Trenggalek,2023-11-23 00:00:00,3,90,24.0,75.0,52,152,1.5,1010
Trenggalek,2023-11-23 06:00:00,1,65,33.0,91.0,48,152,4.8,1010
Trenggalek,2023-11-23 12:00:00,3,95,24.0,75.0,42,151,12.1,1009
Trenggalek,2023-11-23 18:00:00,45,90,24.0,75.0,48,147,9.7,1008
Tuban,2023-11-23 00:00:00,1,85,28.0,82.0,66,44,8.8,1008
Tuban,2023-11-23 06:00:00,1,55,34.0,93.0,65,44,11.8,1008
Tuban,2023-11-23 12:00:00,1,90,27.0,81.0,76,4,9.9,1008
Tuban,2023-11-23 18:00:00,1,85,26.0,79.0,69,360,11.9,1006
Tulungagung,2023-11-23 00:00:00,3,85,27.0,81.0,48,180,5.6,1010
Tulungagung,2023-11-23 06:00:00,1,65,33.0,91.0,48,180,5.0,1010
Tulungagung,2023-11-23 12:00:00,1,90,26.0,79.0,40,183,17.2,1009
Tulungagung,2023-11-23 18:00:00,3,90,24.0,75.0,49,174,12.9,1007
Wonogiri,2023-11-23 00:00:00,3,75,27.0,81.0,59,190,3.8,1010
Wonogiri,2023-11-23 06:00:00,3,55,34.0,93.0,55,190,4.5,1009
Wonogiri,2023-11-23 12:00:00,3,75,28.0,82.0,46,172,9.5,1008
Wonogiri,2023-11-23 18:00:00,3,85,26.0,79.0,55,171,10.7,1006
Wonosobo,2023-11-23 00:00:00,3,85,25.0,77.0,86,170,2.0,1012
Wonosobo,2023-11-23 06:00:00,61,60,31.0,88.0,69,170,2.9,1011
Wonosobo,2023-11-23 12:00:00,4,85,26.0,79.0,53,167,5.8,1011
Wonosobo,2023-11-23 18:00:00,3,90,24.0,75.0,66,143,4.6,1008
Yogyakarta,2023-11-23 00:00:00,3,80,26.0,79.0,61,173,3.3,1010
Yogyakarta,2023-11-23 06:00:00,4,60,31.0,88.0,58,173,3.8,1009
Yogyakarta,2023-11-23 12:00:00,60,80,28.0,82.0,50,179,14.7,1009
Yogyakarta,2023-11-23 18:00:00,3,95,26.0,79.0,55,171,13.4,1007
Ambon,2023-11-24 00:00:00,3,75,28.0,82.0,50,144,9.3,1007
Ambon,2023-11-24 06:00:00,3,65,33.0,91.0,51,144,5.5,1007
Ambon,2023-11-24 12:00:00,60,85,26.0,79.0,51,144,11.1,1007
Ambon,2023-11-24 18:00:00,3,90,23.0,73.0,51,144,7.4,1007
Badung,2023-11-24 00:00:00,1,85,28.0,82.0,84,139,4.2,1009
Badung,2023-11-24 06:00:00,1,70,32.0,90.0,119,139,4.7,1009
Badung,2023-11-24 12:00:00,1,75,28.0,82.0,71,139,12.9,1008
Badung,2023-11-24 18:00:00,1,90,26.0,79.0,63,139,7.3,1008
Balikpapan,2023-11-24 00:00:00,60,95,24.0,75.0,39,128,0.0,1008
Balikpapan,2023-11-24 06:00:00,60,75,30.0,86.0,29,128,5.5,1008
Balikpapan,2023-11-24 12:00:00,95,95,25.0,77.0,37,131,13.0,1009
Balikpapan,2023-11-24 18:00:00,45,100,23.0,73.0,40,38,11.1,1006
Banda Aceh,2023-11-24 00:00:00,60,90,24.0,75.0,57,51,6.7,1009
Banda Aceh,2023-11-24 06:00:00,60,70,31.0,88.0,43,51,10.9,1008
Banda Aceh,2023-11-24 12:00:00,1,85,26.0,79.0,38,51,7.3,1011
Banda Aceh,2023-11-24 18:00:00,3,95,24.0,75.0,37,51,6.4,1008
Bandung,2023-11-24 00:00:00,3,90,23.0,73.0,175,35,1.9,1011
Bandung,2023-11-24 06:00:00,95,80,30.0,86.0,113,35,5.0,1010
Bandung,2023-11-24 12:00:00,3,95,25.0,77.0,92,35,6.6,1009
Bandung,2023-11-24 18:00:00,3,95,19.0,66.0,146,35,6.3,1008
Banggai,2023-11-24 00:00:00,60,95,25.0,77.0,26,59,6.4,1007
Banggai,2023-11-24 06:00:00,60,85,26.0,79.0,30,59,4.8,1008
Banggai,2023-11-24 12:00:00,1,90,23.0,73.0,30,119,8.2,1008
Banggai,2023-11-24 18:00:00,3,95,22.0,72.0,31,111,7.4,1007
Bangkalan,2023-11-24 00:00:00,1,75,28.0,82.0,63,27,7.9,1008
Bangkalan,2023-11-24 06:00:00,60,55,33.0,91.0,79,27,4.7,1008
Bangkalan,2023-11-24 12:00:00,1,80,28.0,82.0,79,38,13.5,1007
Bangkalan,2023-11-24 18:00:00,1,90,26.0,79.0,51,59,21.4,1005
Bangli,2023-11-24 00:00:00,1,90,28.0,82.0,37,150,0.6,1009
Bangli,2023-11-24 06:00:00,1,75,32.0,90.0,51,150,2.3,1009
Bangli,2023-11-24 12:00:00,1,80,28.0,82.0,43,162,10.2,1009
Bangli,2023-11-24 18:00:00,1,95,26.0,79.0,46,167,6.0,1009
Banjar,2023-11-24 00:00:00,4,85,25.0,77.0,71,133,0.8,1011
Banjar,2023-11-24 06:00:00,60,65,33.0,91.0,65,133,3.0,1011
Banjar,2023-11-24 12:00:00,3,85,27.0,81.0,61,201,4.3,1010
Banjar,2023-11-24 18:00:00,60,95,24.0,75.0,69,193,5.5,1009
Banjarmasin,2023-11-24 00:00:00,3,85,27.0,81.0,56,13,2.6,1008
Banjarmasin,2023-11-24 06:00:00,95,65,32.0,90.0,50,13,4.5,1008
Banjarmasin,2023-11-24 12:00:00,3,85,27.0,81.0,48,24,3.8,1008
Banjarmasin,2023-11-24 18:00:00,60,95,24.0,75.0,54,18,4.5,1006
Banjarnegara,2023-11-24 00:00:00,3,85,24.0,75.0,70,178,2.7,1010
Banjarnegara,2023-11-24 06:00:00,61,70,28.0,82.0,67,178,1.5,1009
Banjarnegara,2023-11-24 12:00:00,61,80,26.0,79.0,54,181,6.7,1010
Banjarnegara,2023-11-24 18:00:00,4,90,24.0,75.0,70,175,5.4,1008
Bantaeng,2023-11-24 00:00:00,3,80,27.0,81.0,44,102,8.2,1008
Bantaeng,2023-11-24 06:00:00,60,70,32.0,90.0,53,102,4.8,1009
Bantaeng,2023-11-24 12:00:00,3,75,28.0,82.0,52,117,13.5,1008
Bantaeng,2023-11-24 18:00:00,3,90,25.0,77.0,47,127,5.0,1008
Bantul,2023-11-24 00:00:00,3,80,27.0,81.0,56,165,7.8,1009
Bantul,2023-11-24 06:00:00,3,65,31.0,88.0,58,165,4.3,1008
Bantul,2023-11-24 12:00:00,60,80,28.0,82.0,57,166,16.3,1009
Bantul,2023-11-24 18:00:00,3,95,26.0,79.0,59,172,12.3,1007
Banyumas,2023-11-24 00:00:00,60,80,26.0,79.0,66,163,2.7,1009
Banyumas,2023-11-24 06:00:00,61,70,30.0,86.0,57,163,1.9,1009
Banyumas,2023-11-24 12:00:00,61,75,27.0,81.0,54,161,9.5,1009
Banyumas,2023-11-24 18:00:00,4,85,25.0,77.0,60,157,6.5,1007
Banyuwangi,2023-11-24 00:00:00,0,80,28.0,82.0,52,153,3.2,1009
Banyuwangi,2023-11-24 06:00:00,60,50,33.0,91.0,54,153,3.2,1009
Banyuwangi,2023-11-24 12:00:00,60,85,27.0,81.0,41,139,8.4,1009
Banyuwangi,2023-11-24 18:00:00,0,90,24.0,75.0,48,139,8.5,1008
Barru,2023-11-24 00:00:00,60,85,27.0,81.0,36,223,5.3,1007
Barru,2023-11-24 06:00:00,61,75,32.0,90.0,45,223,2.4,1008
Barru,2023-11-24 12:00:00,60,80,28.0,82.0,46,243,7.3,1008
Barru,2023-11-24 18:00:00,3,95,25.0,77.0,40,273,5.8,1007
Batam,2023-11-24 00:00:00,3,85,26.0,79.0,48,249,7.4,1012
Batam,2023-11-24 06:00:00,60,70,31.0,88.0,74,249,7.4,1009
Batam,2023-11-24 12:00:00,3,85,27.0,81.0,70,249,13.0,1012
Batam,2023-11-24 18:00:00,60,95,25.0,77.0,77,249,9.3,1008
Batang,2023-11-24 00:00:00,3,75,28.0,82.0,72,3,5.3,1008
Batang,2023-11-24 06:00:00,3,55,35.0,95.0,81,3,5.6,1008
Batang,2023-11-24 12:00:00,60,70,29.0,84.0,84,23,11.0,1008
Batang,2023-11-24 18:00:00,3,80,26.0,79.0,66,27,14.7,1006
Batu,2023-11-24 00:00:00,0,85,20.0,68.0,62,298,1.7,1011
Batu,2023-11-24 06:00:00,60,60,33.0,91.0,66,298,1.8,1010
Batu,2023-11-24 12:00:00,60,100,19.0,66.0,59,112,1.5,1010
Batu,2023-11-24 18:00:00,45,95,19.0,66.0,69,160,4.8,1009
Bekasi,2023-11-24 00:00:00,3,85,25.0,77.0,144,344,5.5,1004
Bekasi,2023-11-24 06:00:00,60,70,35.0,95.0,153,344,3.9,1000
Bekasi,2023-11-24 12:00:00,60,95,25.0,77.0,154,344,5.5,1009
Bekasi,2023-11-24 18:00:00,3,95,24.0,75.0,155,344,5.5,1002
Bengkalis,2023-11-24 00:00:00,1,100,24.0,75.0,29,338,6.7,1009
Bengkalis,2023-11-24 06:00:00,60,60,32.0,90.0,27,338,11.5,1008
Bengkalis,2023-11-24 12:00:00,60,85,27.0,81.0,28,13,6.9,1012
Bengkalis,2023-11-24 18:00:00,60,90,26.0,79.0,28,307,13.4,1008
Bengkayang,2023-11-24 00:00:00,3,90,25.0,77.0,28,302,2.3,1009
Bengkayang,2023-11-24 06:00:00,60,60,33.0,91.0,29,302,1.0,1008
Bengkayang,2023-11-24 12:00:00,3,95,24.0,75.0,31,313,1.3,1009
Bengkayang,2023-11-24 18:00:00,45,100,24.0,75.0,26,284,1.8,1007
Bengkulu,2023-11-24 00:00:00,60,95,24.0,75.0,69,198,4.8,1009
Bengkulu,2023-11-24 06:00:00,1,70,31.0,88.0,45,198,4.2,1008
Bengkulu,2023-11-24 12:00:00,1,95,25.0,77.0,71,198,9.9,1010
Bengkulu,2023-11-24 18:00:00,3,95,24.0,75.0,46,198,5.1,1008
Bima,2023-11-24 00:00:00,1,80,27.0,81.0,58,174,6.3,1008
Bima,2023-11-24 06:00:00,3,50,34.0,93.0,57,174,4.7,1009
Bima,2023-11-24 12:00:00,3,75,26.0,79.0,57,35,9.6,1007
Bima,2023-11-24 18:00:00,1,95,24.0,75.0,56,28,2.6,1008
Binjai,2023-11-24 00:00:00,60,90,23.0,73.0,52,336,4.8,1010
Binjai,2023-11-24 06:00:00,63,70,31.0,88.0,43,336,1.9,1009
Binjai,2023-11-24 12:00:00,60,90,27.0,81.0,34,253,2.0,1012
Binjai,2023-11-24 18:00:00,60,95,23.0,73.0,36,253,0.5,1008
Bitung,2023-11-24 00:00:00,95,95,24.0,75.0,31,167,9.8,1007
